x,y,z
1.050440,-1.275326,-0.789648
1.575659,-1.275326,-0.789648
2.100879,-1.275326,-0.789648
2.626099,-1.275326,-0.789648
3.151319,-1.275326,-0.789648
3.676539,-1.275326,-0.789648
4.201759,-1.275326,-0.789648
4.726978,-1.275326,-0.789648
5.252198,-1.275326,-0.789648
5.777418,-1.275326,-0.789648
6.302638,-1.275326,-0.789648
6.827858,-1.275326,-0.789648
7.353078,-1.275326,-0.789648
7.878297,-1.275326,-0.789648
8.403517,-1.275326,-0.789648
8.928737,-1.275326,-0.789648
9.453957,-1.275326,-0.789648
9.979177,-1.275326,-0.789648
9.979177,-1.275326,-0.789648
9.979177,-1.259725,-0.814306
9.979177,-1.243647,-0.838655
9.979177,-1.227099,-0.862687
9.979177,-1.210086,-0.886392
9.979177,-1.192616,-0.909763
9.979177,-1.174694,-0.932788
9.979177,-1.156328,-0.955461
9.979177,-1.137524,-0.977773
9.979177,-1.118290,-0.999714
9.979177,-1.098632,-1.021277
9.979177,-1.078559,-1.042454
9.979177,-1.058078,-1.063236
9.979177,-1.037196,-1.083616
9.979177,-1.015922,-1.103586
9.979177,-0.994264,-1.123138
9.979177,-0.972229,-1.142265
9.979177,-0.949827,-1.160961
9.979177,-0.927065,-1.179216
9.979177,-0.903952,-1.197026
9.979177,-0.903952,-1.197026
9.453957,-0.903952,-1.197026
8.928737,-0.903952,-1.197026
8.403517,-0.903952,-1.197026
7.878297,-0.903952,-1.197026
7.353078,-0.903952,-1.197026
6.827858,-0.903952,-1.197026
6.302638,-0.903952,-1.197026
5.777418,-0.903952,-1.197026
5.252198,-0.903952,-1.197026
4.726978,-0.903952,-1.197026
4.201759,-0.903952,-1.197026
3.676539,-0.903952,-1.197026
3.151319,-0.903952,-1.197026
2.626099,-0.903952,-1.197026
2.100879,-0.903952,-1.197026
1.575659,-0.903952,-1.197026
1.050440,-0.903952,-1.197026
0.525220,-0.903952,-1.197026
0.000000,-0.903952,-1.197026
0.000000,-0.903952,-1.197026
0.000000,-0.880497,-1.214382
0.000000,-0.856709,-1.231280
0.000000,-0.832597,-1.247711
0.000000,-0.808170,-1.263670
0.000000,-0.783437,-1.279151
0.000000,-0.758407,-1.294148
0.000000,-0.733091,-1.308655
0.000000,-0.707497,-1.322667
0.000000,-0.681636,-1.336178
0.000000,-0.655516,-1.349184
0.000000,-0.629149,-1.361680
0.000000,-0.602543,-1.373660
0.000000,-0.575710,-1.385120
0.000000,-0.548658,-1.396057
0.000000,-0.521399,-1.406465
0.000000,-0.493943,-1.416341
0.000000,-0.466300,-1.425680
0.000000,-0.438480,-1.434481
0.000000,-0.410494,-1.442738
0.000000,-0.410494,-1.442738
0.525220,-0.410494,-1.442738
1.050440,-0.410494,-1.442738
1.575659,-0.410494,-1.442738
2.100879,-0.410494,-1.442738
2.626099,-0.410494,-1.442738
3.151319,-0.410494,-1.442738
3.676539,-0.410494,-1.442738
4.201759,-0.410494,-1.442738
4.726978,-0.410494,-1.442738
5.252198,-0.410494,-1.442738
5.777418,-0.410494,-1.442738
6.302638,-0.410494,-1.442738
6.827858,-0.410494,-1.442738
7.353078,-0.410494,-1.442738
7.878297,-0.410494,-1.442738
8.403517,-0.410494,-1.442738
8.928737,-0.410494,-1.442738
9.453957,-0.410494,-1.442738
9.979177,-0.410494,-1.442738
9.979177,-0.410494,-1.442738
9.979177,-0.382354,-1.450450
9.979177,-0.354068,-1.457613
9.979177,-0.325648,-1.464224
9.979177,-0.297106,-1.470282
9.979177,-0.268451,-1.475783
9.979177,-0.239694,-1.480725
9.979177,-0.210846,-1.485107
9.979177,-0.181919,-1.488928
9.979177,-0.152923,-1.492184
9.979177,-0.123869,-1.494877
9.979177,-0.094768,-1.497003
9.979177,-0.065632,-1.498563
9.979177,-0.036470,-1.499557
9.979177,-0.007295,-1.499982
9.979177,0.021883,-1.499840
9.979177,0.051053,-1.499131
9.979177,0.080204,-1.497854
9.979177,0.109324,-1.496011
9.979177,0.138403,-1.493601
9.979177,0.138403,-1.493601
9.453957,0.138403,-1.493601
8.928737,0.138403,-1.493601
8.403517,0.138403,-1.493601
7.878297,0.138403,-1.493601
7.353078,0.138403,-1.493601
6.827858,0.138403,-1.493601
6.302638,0.138403,-1.493601
5.777418,0.138403,-1.493601
5.252198,0.138403,-1.493601
4.726978,0.138403,-1.493601
4.201759,0.138403,-1.493601
3.676539,0.138403,-1.493601
3.151319,0.138403,-1.493601
2.626099,0.138403,-1.493601
2.100879,0.138403,-1.493601
1.575659,0.138403,-1.493601
1.050440,0.138403,-1.493601
0.525220,0.138403,-1.493601
0.000000,0.138403,-1.493601
0.000000,0.138403,-1.493601
0.000000,0.167429,-1.490627
0.000000,0.196392,-1.487088
0.000000,0.225281,-1.482986
0.000000,0.254084,-1.478324
0.000000,0.282792,-1.473102
0.000000,0.311392,-1.467322
0.000000,0.339874,-1.460988
0.000000,0.368228,-1.454100
0.000000,0.396443,-1.446663
0.000000,0.424507,-1.438678
0.000000,0.452411,-1.430148
0.000000,0.480144,-1.421078
0.000000,0.507695,-1.411469
0.000000,0.535054,-1.401327
0.000000,0.562210,-1.390654
0.000000,0.589154,-1.379455
0.000000,0.615875,-1.367735
0.000000,0.642363,-1.355496
0.000000,0.668608,-1.342745
0.000000,0.668608,-1.342745
0.525220,0.668608,-1.342745
1.050440,0.668608,-1.342745
1.575659,0.668608,-1.342745
2.100879,0.668608,-1.342745
2.626099,0.668608,-1.342745
3.151319,0.668608,-1.342745
3.676539,0.668608,-1.342745
4.201759,0.668608,-1.342745
4.726978,0.668608,-1.342745
5.252198,0.668608,-1.342745
5.777418,0.668608,-1.342745
6.302638,0.668608,-1.342745
6.827858,0.668608,-1.342745
7.353078,0.668608,-1.342745
7.878297,0.668608,-1.342745
8.403517,0.668608,-1.342745
8.928737,0.668608,-1.342745
9.453957,0.668608,-1.342745
9.979177,0.668608,-1.342745
9.979177,0.668608,-1.342745
9.979177,0.694599,-1.329486
9.979177,0.720328,-1.315723
9.979177,0.745784,-1.301463
9.979177,0.770959,-1.286710
9.979177,0.795841,-1.271470
9.979177,0.820422,-1.255750
9.979177,0.844693,-1.239554
9.979177,0.868644,-1.222889
9.979177,0.892267,-1.205761
9.979177,0.915552,-1.188177
9.979177,0.938490,-1.170144
9.979177,0.961073,-1.151667
9.979177,0.983293,-1.132755
9.979177,1.005141,-1.113415
9.979177,1.026608,-1.093653
9.979177,1.047687,-1.073477
9.979177,1.068369,-1.052895
9.979177,1.088647,-1.031914
9.979177,1.108513,-1.010543
9.979177,1.108513,-1.010543
9.453957,1.108513,-1.010543
8.928737,1.108513,-1.010543
8.403517,1.108513,-1.010543
7.878297,1.108513,-1.010543
7.353078,1.108513,-1.010543
6.827858,1.108513,-1.010543
6.302638,1.108513,-1.010543
5.777418,1.108513,-1.010543
5.252198,1.108513,-1.010543
4.726978,1.108513,-1.010543
4.201759,1.108513,-1.010543
3.676539,1.108513,-1.010543
3.151319,1.108513,-1.010543
2.626099,1.108513,-1.010543
2.100879,1.108513,-1.010543
1.575659,1.108513,-1.010543
1.050440,1.108513,-1.010543
0.525220,1.108513,-1.010543
0.000000,1.108513,-1.010543
0.000000,1.108513,-1.010543
0.000000,1.127960,-0.988790
0.000000,1.146980,-0.966663
0.000000,1.165566,-0.944170
0.000000,1.183711,-0.921319
0.000000,1.201408,-0.898120
0.000000,1.218650,-0.874581
0.000000,1.235431,-0.850711
0.000000,1.251745,-0.826519
0.000000,1.267585,-0.802015
0.000000,1.282946,-0.777207
0.000000,1.297821,-0.752105
0.000000,1.312205,-0.726718
0.000000,1.326092,-0.701056
0.000000,1.339478,-0.675130
0.000000,1.352356,-0.648947
0.000000,1.364723,-0.622519
0.000000,1.376574,-0.595856
0.000000,1.387904,-0.568967
0.000000,1.398708,-0.541862
0.000000,1.398708,-0.541862
0.525220,1.398708,-0.541862
1.050440,1.398708,-0.541862
1.575659,1.398708,-0.541862
2.100879,1.398708,-0.541862
2.626099,1.398708,-0.541862
3.151319,1.398708,-0.541862
3.676539,1.398708,-0.541862
4.201759,1.398708,-0.541862
4.726978,1.398708,-0.541862
5.252198,1.398708,-0.541862
5.777418,1.398708,-0.541862
6.302638,1.398708,-0.541862
6.827858,1.398708,-0.541862
7.353078,1.398708,-0.541862
7.878297,1.398708,-0.541862
8.403517,1.398708,-0.541862
8.928737,1.398708,-0.541862
9.453957,1.398708,-0.541862
9.979177,1.398708,-0.541862
9.979177,1.398708,-0.541862
9.979177,1.408984,-0.514553
9.979177,1.418726,-0.487049
9.979177,1.427931,-0.459361
9.979177,1.436596,-0.431499
9.979177,1.444718,-0.403473
9.979177,1.452292,-0.375295
9.979177,1.459318,-0.346975
9.979177,1.465791,-0.318524
9.979177,1.471709,-0.289952
9.979177,1.477071,-0.261270
9.979177,1.481873,-0.232490
9.979177,1.486115,-0.203622
9.979177,1.489795,-0.174676
9.979177,1.492911,-0.145664
9.979177,1.495461,-0.116598
9.979177,1.497447,-0.087487
9.979177,1.498865,-0.058343
9.979177,1.499716,-0.029177
9.979177,1.500000,0.000000
9.979177,1.500000,0.000000
9.979177,1.418726,0.487049
9.979177,1.183711,0.921319
9.979177,0.820422,1.255750
9.979177,0.368228,1.454100
9.979177,-0.123869,1.494877
9.979177,-0.602543,1.373660
9.979177,-1.015922,1.103586
9.979177,-1.319211,0.713921
9.979177,-1.479542,0.246892
9.979177,-1.479542,-0.246892
9.979177,-1.319211,-0.713921
9.979177,-1.015922,-1.103586
9.979177,-0.602543,-1.373660
9.979177,-0.123869,-1.494877
9.979177,0.368228,-1.454100
9.979177,0.820422,-1.255750
9.979177,1.183711,-0.921319
9.979177,1.418726,-0.487049
9.979177,1.500000,-0.000000
9.979177,1.500000,-0.000000
9.949998,1.500000,-0.000000
9.920819,1.500000,-0.000000
9.891640,1.500000,-0.000000
9.862461,1.500000,-0.000000
9.833282,1.500000,-0.000000
9.804103,1.500000,-0.000000
9.774925,1.500000,-0.000000
9.745746,1.500000,-0.000000
9.716567,1.500000,-0.000000
9.687388,1.500000,-0.000000
9.658209,1.500000,-0.000000
9.629030,1.500000,-0.000000
9.599851,1.500000,-0.000000
9.570672,1.500000,-0.000000
9.541493,1.500000,-0.000000
9.512315,1.500000,-0.000000
9.483136,1.500000,-0.000000
9.453957,1.500000,-0.000000
9.424778,1.500000,-0.000000
9.424778,1.500000,-0.000000
9.424778,1.418726,-0.487049
9.424778,1.183711,-0.921319
9.424778,0.820422,-1.255750
9.424778,0.368228,-1.454100
9.424778,-0.123869,-1.494877
9.424778,-0.602543,-1.373660
9.424778,-1.015922,-1.103586
9.424778,-1.319211,-0.713921
9.424778,-1.479542,-0.246892
9.424778,-1.479542,0.246892
9.424778,-1.319211,0.713921
9.424778,-1.015922,1.103586
9.424778,-0.602543,1.373660
9.424778,-0.123869,1.494877
9.424778,0.368228,1.454100
9.424778,0.820422,1.255750
9.424778,1.183711,0.921319
9.424778,1.418726,0.487049
9.424778,1.500000,-0.000000
9.424778,1.500000,-0.000000
9.395599,1.500000,-0.000000
9.366420,1.500000,-0.000000
9.337241,1.500000,-0.000000
9.308062,1.500000,-0.000000
9.278884,1.500000,-0.000000
9.249705,1.500000,-0.000000
9.220526,1.500000,-0.000000
9.191347,1.500000,-0.000000
9.162168,1.500000,-0.000000
9.132989,1.500000,-0.000000
9.103810,1.500000,-0.000000
9.074631,1.500000,-0.000000
9.045453,1.500000,-0.000000
9.016274,1.500000,-0.000000
8.987095,1.500000,-0.000000
8.957916,1.500000,-0.000000
8.928737,1.500000,-0.000000
8.899558,1.500000,-0.000000
8.870379,1.500000,-0.000000
8.870379,1.500000,-0.000000
8.870379,1.418726,0.487049
8.870379,1.183711,0.921319
8.870379,0.820422,1.255750
8.870379,0.368228,1.454100
8.870379,-0.123869,1.494877
8.870379,-0.602543,1.373660
8.870379,-1.015922,1.103586
8.870379,-1.319211,0.713921
8.870379,-1.479542,0.246892
8.870379,-1.479542,-0.246892
8.870379,-1.319211,-0.713921
8.870379,-1.015922,-1.103586
8.870379,-0.602543,-1.373660
8.870379,-0.123869,-1.494877
8.870379,0.368228,-1.454100
8.870379,0.820422,-1.255750
8.870379,1.183711,-0.921319
8.870379,1.418726,-0.487049
8.870379,1.500000,-0.000000
8.870379,1.500000,-0.000000
8.841200,1.500000,-0.000000
8.812021,1.500000,-0.000000
8.782843,1.500000,-0.000000
8.753664,1.500000,-0.000000
8.724485,1.500000,-0.000000
8.695306,1.500000,-0.000000
8.666127,1.500000,-0.000000
8.636948,1.500000,-0.000000
8.607769,1.500000,-0.000000
8.578590,1.500000,-0.000000
8.549412,1.500000,-0.000000
8.520233,1.500000,-0.000000
8.491054,1.500000,-0.000000
8.461875,1.500000,-0.000000
8.432696,1.500000,-0.000000
8.403517,1.500000,-0.000000
8.374338,1.500000,-0.000000
8.345159,1.500000,-0.000000
8.315981,1.500000,-0.000000
8.315981,1.500000,-0.000000
8.315981,1.418726,-0.487049
8.315981,1.183711,-0.921319
8.315981,0.820422,-1.255750
8.315981,0.368228,-1.454100
8.315981,-0.123869,-1.494877
8.315981,-0.602543,-1.373660
8.315981,-1.015922,-1.103586
8.315981,-1.319211,-0.713921
8.315981,-1.479542,-0.246892
8.315981,-1.479542,0.246892
8.315981,-1.319211,0.713921
8.315981,-1.015922,1.103586
8.315981,-0.602543,1.373660
8.315981,-0.123869,1.494877
8.315981,0.368228,1.454100
8.315981,0.820422,1.255750
8.315981,1.183711,0.921319
8.315981,1.418726,0.487049
8.315981,1.500000,-0.000000
8.315981,1.500000,-0.000000
8.286802,1.500000,-0.000000
8.257623,1.500000,-0.000000
8.228444,1.500000,-0.000000
8.199265,1.500000,-0.000000
8.170086,1.500000,-0.000000
8.140907,1.500000,-0.000000
8.111728,1.500000,-0.000000
8.082550,1.500000,-0.000000
8.053371,1.500000,-0.000000
8.024192,1.500000,-0.000000
7.995013,1.500000,-0.000000
7.965834,1.500000,-0.000000
7.936655,1.500000,-0.000000
7.907476,1.500000,-0.000000
7.878297,1.500000,-0.000000
7.849118,1.500000,-0.000000
7.819940,1.500000,-0.000000
7.790761,1.500000,-0.000000
7.761582,1.500000,-0.000000
7.761582,1.500000,-0.000000
7.761582,1.418726,0.487049
7.761582,1.183711,0.921319
7.761582,0.820422,1.255750
7.761582,0.368228,1.454100
7.761582,-0.123869,1.494877
7.761582,-0.602543,1.373660
7.761582,-1.015922,1.103586
7.761582,-1.319211,0.713921
7.761582,-1.479542,0.246892
7.761582,-1.479542,-0.246892
7.761582,-1.319211,-0.713921
7.761582,-1.015922,-1.103586
7.761582,-0.602543,-1.373660
7.761582,-0.123869,-1.494877
